sentence_id,text,label,split,source_dataset,source_config,locale,partition,scenario
massive-train-5847,remind me everyday at five am,50,train,massive,en-US,en-US,train,2
massive-train-5848,remind me at the start of each month,50,train,massive,en-US,en-US,train,2
massive-train-5849,remind me at the fifteenth of every month,50,train,massive,en-US,en-US,train,2
massive-train-5850,can you remove that on my calendar,30,train,massive,en-US,en-US,train,2
massive-train-5851,tell me when the event starts,50,train,massive,en-US,en-US,train,2
massive-train-5852,remind me a week before my credit card payment is due,50,train,massive,en-US,en-US,train,2
massive-train-5853,can you delete the doctors appointment i had tuesday,30,train,massive,en-US,en-US,train,2
massive-train-5854,can you take off the next event on my calendar,30,train,massive,en-US,en-US,train,2
massive-train-5855,i no longer need to see the doctor can that event be removed,30,train,massive,en-US,en-US,train,2
massive-train-5856,can you set the event for monday at six at mcdonalds,50,train,massive,en-US,en-US,train,2
massive-train-5857,remind me about my business meeting at three and forty five p. m.,50,train,massive,en-US,en-US,train,2
massive-train-5858,what's the schedule for this date,32,train,massive,en-US,en-US,train,2
massive-train-5859,hey olly what is the agenda for the date,32,train,massive,en-US,en-US,train,2
massive-train-5860,hello can you read the information for this date,32,train,massive,en-US,en-US,train,2
massive-train-5861,do i have any reminders that are waiting in my queue,32,train,massive,en-US,en-US,train,2
massive-train-5862,what reminders do i have pending,32,train,massive,en-US,en-US,train,2
massive-train-5863,remind me of the seven am sales meeting this thursday and add to calendar,50,train,massive,en-US,en-US,train,2
massive-train-5864,i have a sales meeting this thursday at seven am please notify me and add to calendar,50,train,massive,en-US,en-US,train,2
massive-train-5865,add a notification reminder and calendar event for thursday at seven am labeled sales meeting please,50,train,massive,en-US,en-US,train,2
massive-train-5866,can you notify the event in my calendar,50,train,massive,en-US,en-US,train,2
massive-train-5867,add an event labeled dan's graduation party may fifth in goshen,50,train,massive,en-US,en-US,train,2
massive-train-5868,i need to add an event on may fifth two thousand and seventeen location goshen for danny's graduation party,50,train,massive,en-US,en-US,train,2
massive-train-5869,please delete everything from my calendar,30,train,massive,en-US,en-US,train,2
massive-train-5870,i need everything deleted from calendar please,30,train,massive,en-US,en-US,train,2
massive-train-5871,please clear out my calendar completely,30,train,massive,en-US,en-US,train,2
massive-train-5872,please set a reminder for tuesdays at nine am,50,train,massive,en-US,en-US,train,2
massive-train-5873,add work to my calendar for every friday,50,train,massive,en-US,en-US,train,2
massive-train-5874,add payday to my calendar for every other thursday,50,train,massive,en-US,en-US,train,2
massive-train-5875,what events are happening in seattle this weekend,6,train,massive,en-US,en-US,train,6
massive-train-5876,this weekend what events are going on in seattle,6,train,massive,en-US,en-US,train,6
massive-train-5877,delete everything from my calendar,30,train,massive,en-US,en-US,train,2
massive-train-5878,for the next month how many meeting days available do i have that are convenient for me,32,train,massive,en-US,en-US,train,2
massive-train-5879,when is the kiss concert,32,train,massive,en-US,en-US,train,2
massive-train-5880,what is my meeting at nine am,32,train,massive,en-US,en-US,train,2
massive-train-5881,who is going to my meeting at nine am,32,train,massive,en-US,en-US,train,2
massive-train-5882,reschedule meeting,50,train,massive,en-US,en-US,train,2
massive-train-5883,do i have meetings today,32,train,massive,en-US,en-US,train,2
massive-train-5884,erase events,30,train,massive,en-US,en-US,train,2
massive-train-5885,delete event calendar,30,train,massive,en-US,en-US,train,2
massive-train-5886,what day is payday,32,train,massive,en-US,en-US,train,2
massive-train-5887,what are the details on umf,12,train,massive,en-US,en-US,train,9
massive-train-5888,can you add name location to calendar,50,train,massive,en-US,en-US,train,2
massive-train-5889,please add superbowl to calendar,50,train,massive,en-US,en-US,train,2
massive-train-5890,put dinner with my sister on saturday,50,train,massive,en-US,en-US,train,2
massive-train-5891,i have dinner with my sister this saturday,50,train,massive,en-US,en-US,train,2
massive-train-5892,do i have any events scheduled today,32,train,massive,en-US,en-US,train,2
massive-train-5893,who was the chief guest of the event,32,train,massive,en-US,en-US,train,2
massive-train-5894,schedule a meeting with al on tuesday,50,train,massive,en-US,en-US,train,2
massive-train-5895,put me in on tuesday the twenty first at ten with al,50,train,massive,en-US,en-US,train,2
massive-train-5896,inform me about meetings,32,train,massive,en-US,en-US,train,2
massive-train-5897,set calendar for date and time with this person,50,train,massive,en-US,en-US,train,2
massive-train-5898,add event for date and time with these people,50,train,massive,en-US,en-US,train,2
massive-train-5899,add to calendar on this date and time with these people,50,train,massive,en-US,en-US,train,2
massive-train-5900,set meeting for january twenty five,50,train,massive,en-US,en-US,train,2
massive-train-5901,on january twenty five set meeting for twelve,50,train,massive,en-US,en-US,train,2
massive-train-5902,add date and time in calendar with these people,50,train,massive,en-US,en-US,train,2
massive-train-5903,check calendar for events,32,train,massive,en-US,en-US,train,2
massive-train-5904,am i off work on memorial day,32,train,massive,en-US,en-US,train,2
massive-train-5905,is halloween on a friday this year,32,train,massive,en-US,en-US,train,2
massive-train-5906,check my calendar for today,32,train,massive,en-US,en-US,train,2
massive-train-5907,check my agenda for today,32,train,massive,en-US,en-US,train,2
massive-train-5908,cancels lunch at the restaurant booked for march twenty five,30,train,massive,en-US,en-US,train,2
massive-train-5909,do i have an appointment next wednesday,32,train,massive,en-US,en-US,train,2
massive-train-5910,is my schedule free today,32,train,massive,en-US,en-US,train,2
massive-train-5911,when is the doctor's appointment,32,train,massive,en-US,en-US,train,2
massive-train-5912,make appointment for next friday,50,train,massive,en-US,en-US,train,2
massive-train-5913,add wedding to my calendar,50,train,massive,en-US,en-US,train,2
massive-train-5914,add girls night out to my calendar,50,train,massive,en-US,en-US,train,2
massive-train-5915,add dinner plans to my calendar,50,train,massive,en-US,en-US,train,2
massive-train-5916,do i have anything going on saturday at five p. m.,32,train,massive,en-US,en-US,train,2
massive-train-5917,how soon is my anniversary,32,train,massive,en-US,en-US,train,2
massive-train-5918,what date is my anniversary,32,train,massive,en-US,en-US,train,2
massive-train-5919,delete every event,30,train,massive,en-US,en-US,train,2
massive-train-5920,erase all events,30,train,massive,en-US,en-US,train,2
massive-train-5921,take away all events,30,train,massive,en-US,en-US,train,2
massive-train-5922,please relocate all dates to the trash,30,train,massive,en-US,en-US,train,2
massive-train-5923,what reminders do i have today,32,train,massive,en-US,en-US,train,2
massive-train-5924,repeat my reminders from yesterday,32,train,massive,en-US,en-US,train,2
massive-train-5925,clear my schedule for this date,30,train,massive,en-US,en-US,train,2
massive-train-5926,remove the event off the calendar,30,train,massive,en-US,en-US,train,2
massive-train-5927,delete events,30,train,massive,en-US,en-US,train,2
massive-train-5928,set an alarm for two p. m.,48,train,massive,en-US,en-US,train,16
massive-train-5929,what do i have planned next monday from noon to three,32,train,massive,en-US,en-US,train,2
massive-train-5930,delete the next event on my calendar so that i don't see it again,30,train,massive,en-US,en-US,train,2
massive-train-5931,can you delete the next calendar event for which i was invited,30,train,massive,en-US,en-US,train,2
massive-train-5932,please delete the next calendar event that i have created,30,train,massive,en-US,en-US,train,2
massive-train-5933,remind me to pick up john from the airport tonight at eight,50,train,massive,en-US,en-US,train,2
massive-train-5934,remember that i need to turn in my math assignment tonight by eleven,50,train,massive,en-US,en-US,train,2
massive-train-5935,mark thirteen october of this year as my birthday,50,train,massive,en-US,en-US,train,2
massive-train-5936,meeting tuesday noon,50,train,massive,en-US,en-US,train,2
massive-train-5937,schedule my doctors appointment on friday at two p. m.,50,train,massive,en-US,en-US,train,2
massive-train-5938,olly can you please add my dinner reservations to my calendar,50,train,massive,en-US,en-US,train,2
massive-train-5939,meeting at eight am to twelve p. m.,50,train,massive,en-US,en-US,train,2
massive-train-5940,remind me about meeting at eight am to twelve p. m.,50,train,massive,en-US,en-US,train,2
massive-train-5941,where is the event today,32,train,massive,en-US,en-US,train,2
massive-train-5942,what about this event,32,train,massive,en-US,en-US,train,2
massive-train-5943,where is the party,32,train,massive,en-US,en-US,train,2
massive-train-5944,what is the plan for tonight,32,train,massive,en-US,en-US,train,2
massive-train-5945,is mothers day on a sunday,32,train,massive,en-US,en-US,train,2
massive-train-5946,remove upcoming calendar event,30,train,massive,en-US,en-US,train,2
massive-train-5947,delete trip scheduled july fourth,30,train,massive,en-US,en-US,train,2
massive-train-5948,tell me what is on the schedule for july seventh,32,train,massive,en-US,en-US,train,2
massive-train-5949,new reminder at three p. m.,50,train,massive,en-US,en-US,train,2
massive-train-5950,set reminder at three p. m.,50,train,massive,en-US,en-US,train,2
massive-train-5951,new calendar event for albert's marriage,50,train,massive,en-US,en-US,train,2
massive-train-5952,remind me to check the oven in fifteen minutes,50,train,massive,en-US,en-US,train,2
massive-train-5953,set a reminder for twelve thirty meeting with the boss,50,train,massive,en-US,en-US,train,2
massive-train-5954,is this event date right,32,train,massive,en-US,en-US,train,2
massive-train-5955,schedule meeting with our employees regarding bonus,50,train,massive,en-US,en-US,train,2
massive-train-5956,searching for any special holidays for us country,6,train,massive,en-US,en-US,train,6
massive-train-5957,get ready for the meeting before the event starts,50,train,massive,en-US,en-US,train,2
massive-train-5958,i'd like to know more about the scheduled event,32,train,massive,en-US,en-US,train,2
massive-train-5959,what are the details of this event,32,train,massive,en-US,en-US,train,2
massive-train-5960,check calendar,32,train,massive,en-US,en-US,train,2
massive-train-5961,do i have anything planned today,32,train,massive,en-US,en-US,train,2
massive-train-5962,show todays reminders,32,train,massive,en-US,en-US,train,2
massive-train-5963,please tell me when is the marriage of mr. jim,32,train,massive,en-US,en-US,train,2
massive-train-5964,please tell me when is the birthday party of jenny,32,train,massive,en-US,en-US,train,2
massive-train-5965,could you please tell when we have to pay for car insurance,32,train,massive,en-US,en-US,train,2
massive-train-5966,tell me what reminders i have for today,32,train,massive,en-US,en-US,train,2
massive-train-5967,set reminder on calendar for,50,train,massive,en-US,en-US,train,2
massive-train-5968,remind me about my monday meeting with peter francis fifteen minutes before the meeting,50,train,massive,en-US,en-US,train,2
massive-train-5969,let me know when my meetings are on monday,50,train,massive,en-US,en-US,train,2
massive-train-5970,set up a meeting with peter francis for monday at two p. m.,50,train,massive,en-US,en-US,train,2
massive-train-5971,schedule a meeting this monday with peter francis in the afternoon,50,train,massive,en-US,en-US,train,2
massive-train-5972,let me know when three hours have passed,50,train,massive,en-US,en-US,train,2
massive-train-5973,set a reminder for dinner at six p. m. on wednesday at bonefish grill,50,train,massive,en-US,en-US,train,2
massive-train-5974,please empty my calendar,30,train,massive,en-US,en-US,train,2
massive-train-5975,go to the event day and delete,30,train,massive,en-US,en-US,train,2
massive-train-5976,go to the event month and delete,30,train,massive,en-US,en-US,train,2
massive-train-5977,go to the event year and delete,30,train,massive,en-US,en-US,train,2
massive-train-5978,add eva's birthday party at roller jam for twelve thirty p. m. on may seventh,50,train,massive,en-US,en-US,train,2
massive-train-5979,can you add my brother's birthday dinner at rusk for march twenty third,50,train,massive,en-US,en-US,train,2
massive-train-5980,please add my business meeting for ten am at the office with bill,50,train,massive,en-US,en-US,train,2
massive-train-5981,any upcoming events,32,train,massive,en-US,en-US,train,2
massive-train-5982,upcoming events information,32,train,massive,en-US,en-US,train,2
massive-train-5983,who do i have a meeting with on january nineteenth in the afternoon,32,train,massive,en-US,en-US,train,2
massive-train-5984,remind me to call the bank next thursday,50,train,massive,en-US,en-US,train,2
massive-train-5985,next thursday i need to be reminded to call the bank,50,train,massive,en-US,en-US,train,2
massive-train-5986,erase all data from calendar,30,train,massive,en-US,en-US,train,2
massive-train-5987,clear all data from calendar,30,train,massive,en-US,en-US,train,2
massive-train-5988,format data from calendar,30,train,massive,en-US,en-US,train,2
massive-train-5989,clear my calendar for the rest of the day,30,train,massive,en-US,en-US,train,2
massive-train-5990,delete everything on my calendar for the next two weeks,30,train,massive,en-US,en-US,train,2
massive-train-5991,add to calendar october first at two p. m. lunch with ann,50,train,massive,en-US,en-US,train,2
massive-train-5992,on october first at two p. m. lunch with ann,50,train,massive,en-US,en-US,train,2
massive-train-5993,what are the upcoming events,32,train,massive,en-US,en-US,train,2
massive-train-5994,which is the next event coming up,32,train,massive,en-US,en-US,train,2
massive-train-5995,what time is the next event scheduled,32,train,massive,en-US,en-US,train,2
massive-train-5996,add to calendar every year on may two is mary's birthday,50,train,massive,en-US,en-US,train,2
massive-train-5997,schedule meeting with laura,50,train,massive,en-US,en-US,train,2
massive-train-5998,delete all details of my calendar,30,train,massive,en-US,en-US,train,2
massive-train-5999,make my calendar empty,30,train,massive,en-US,en-US,train,2
massive-train-6000,is there a birthday party today,32,train,massive,en-US,en-US,train,2
massive-train-6001,do i have any undone tasks,32,train,massive,en-US,en-US,train,2
massive-train-6002,cancel next event,30,train,massive,en-US,en-US,train,2
massive-train-6003,remove upcoming task,30,train,massive,en-US,en-US,train,2
massive-train-6004,remove calendar events,30,train,massive,en-US,en-US,train,2
massive-train-6005,please delete all calendar events,30,train,massive,en-US,en-US,train,2
massive-train-6006,remind me of mondays meeting,50,train,massive,en-US,en-US,train,2
massive-train-6007,please delete all meetings of today after seven p. m.,30,train,massive,en-US,en-US,train,2
massive-train-6008,what time is the function of the play joy in broadway theater today,32,train,massive,en-US,en-US,train,2
massive-train-6009,set alarm for reminder,48,train,massive,en-US,en-US,train,16
massive-train-6010,set up a meeting with my tanya for every thursday at ten am,50,train,massive,en-US,en-US,train,2
massive-train-6011,remind me every morning at seven am to take my vitamins,50,train,massive,en-US,en-US,train,2
massive-train-6012,remove twenty fourth march meeting from schedule,30,train,massive,en-US,en-US,train,2
massive-train-6013,delete lunch with michael,30,train,massive,en-US,en-US,train,2
massive-train-6014,make a note of my doctor's appointment on wednesday next week,50,train,massive,en-US,en-US,train,2
massive-train-6015,anything happening today,32,train,massive,en-US,en-US,train,2
massive-train-6016,mark first january as new year event for every day,50,train,massive,en-US,en-US,train,2
massive-train-6017,set twenty first april every year as dad's birthday,50,train,massive,en-US,en-US,train,2
massive-train-6018,what do i have going on next friday,32,train,massive,en-US,en-US,train,2
massive-train-6019,do i have anything going on tonight,32,train,massive,en-US,en-US,train,2
massive-train-6020,schedule an alarm for next week's dentist appointment,48,train,massive,en-US,en-US,train,16
massive-train-6021,make an alert for my birthday,50,train,massive,en-US,en-US,train,2
massive-train-6022,set an alarm for next tuesdays meeting,48,train,massive,en-US,en-US,train,16
massive-train-6023,remind me about tuesday meeting with client at ten am,50,train,massive,en-US,en-US,train,2
massive-train-6024,put a reminder in my calendar about meeting with client at ten am on tuesday,50,train,massive,en-US,en-US,train,2
massive-train-6025,alert me two hours before my meeting on tuesday with client happening at ten in the morning,50,train,massive,en-US,en-US,train,2
massive-train-6026,delete that,30,train,massive,en-US,en-US,train,2
massive-train-6027,mark on my calendar,50,train,massive,en-US,en-US,train,2
massive-train-6028,add new event named anna to calendar,50,train,massive,en-US,en-US,train,2
massive-train-6029,add new event to calendar and name as anna,50,train,massive,en-US,en-US,train,2
massive-train-6030,add event with these people,50,train,massive,en-US,en-US,train,2
massive-train-6031,remove all my appointments for today,30,train,massive,en-US,en-US,train,2
massive-train-6032,information,32,train,massive,en-US,en-US,train,2
massive-train-6033,please set event on monday,50,train,massive,en-US,en-US,train,2
massive-train-6034,please set event on tuesday,50,train,massive,en-US,en-US,train,2
massive-train-6035,add event in calendar and mention others,50,train,massive,en-US,en-US,train,2
massive-train-6036,fine,30,train,massive,en-US,en-US,train,2
massive-train-6037,show me the meetings held last week,32,train,massive,en-US,en-US,train,2
massive-train-6038,show me the meetings held last month,32,train,massive,en-US,en-US,train,2
massive-train-6039,what do i have on the schedule today from twelve p. m. to two p. m.,32,train,massive,en-US,en-US,train,2
massive-train-6040,what's do i have to do after lunch today,32,train,massive,en-US,en-US,train,2
massive-train-6041,what appointments do i have today,32,train,massive,en-US,en-US,train,2
massive-train-6042,repeat calendar event,50,train,massive,en-US,en-US,train,2
massive-train-6043,what is my schedule for twelve p. m. to four p. m.,32,train,massive,en-US,en-US,train,2
massive-train-6044,what are my appointments for twelve p. m. to four p. m.,32,train,massive,en-US,en-US,train,2
massive-train-6045,what events do i have between twelve p. m. and four p. m.,32,train,massive,en-US,en-US,train,2
massive-train-6046,please make me updated about today's scenario,50,train,massive,en-US,en-US,train,2
massive-train-6047,please put me your input to know my schedule,50,train,massive,en-US,en-US,train,2
massive-train-6048,do i have any appointments this week,32,train,massive,en-US,en-US,train,2
massive-train-6049,read me my calendar for the month,32,train,massive,en-US,en-US,train,2
massive-train-6050,clear every single event from my entire calendar,30,train,massive,en-US,en-US,train,2
massive-train-6051,remove all the events from my whole calendar,30,train,massive,en-US,en-US,train,2
massive-train-6052,how many meetings have there been,32,train,massive,en-US,en-US,train,2
massive-train-6053,when was the last meeting,32,train,massive,en-US,en-US,train,2
massive-train-6054,put alarm for this meeting,48,train,massive,en-US,en-US,train,16
massive-train-6055,what are the events coming up soon,50,train,massive,en-US,en-US,train,2
massive-train-6056,give me the list of all events coming up in the next month and set notifications for all of them,50,train,massive,en-US,en-US,train,2
massive-train-6057,when is my daughter birthday,32,train,massive,en-US,en-US,train,2
massive-train-6058,delete everything for this month,30,train,massive,en-US,en-US,train,2
massive-train-6059,i want all my events deleted,30,train,massive,en-US,en-US,train,2
massive-train-6060,add remainder,50,train,massive,en-US,en-US,train,2
massive-train-6061,add alarm,48,train,massive,en-US,en-US,train,16
massive-train-6062,set up the meeting with justin and katrina,50,train,massive,en-US,en-US,train,2
massive-train-6063,is today my brothers birthday,32,train,massive,en-US,en-US,train,2
massive-train-6064,find remainder and delete,30,train,massive,en-US,en-US,train,2
massive-train-6065,remind me of the meeting on tuesday,50,train,massive,en-US,en-US,train,2
massive-train-6066,notify me of the meeting on tuesday,50,train,massive,en-US,en-US,train,2
massive-train-6067,please remind me of my teachers meeting on thursday at three p. m.,50,train,massive,en-US,en-US,train,2
massive-train-6068,thursday at three p. m. there is a teachers meeting i need to be reminded of,50,train,massive,en-US,en-US,train,2
massive-train-6069,i want five hours freed up for jenn's birthday this saturday,50,train,massive,en-US,en-US,train,2
massive-train-6070,open remainder and find meeting time,32,train,massive,en-US,en-US,train,2
massive-train-6071,is the year two thousand and eighteen a leap year,32,train,massive,en-US,en-US,train,2
massive-train-6072,do i have any appointments scheduled for march twenty four two thousand and seventeen,32,train,massive,en-US,en-US,train,2
massive-train-6073,please let me know about my birthday,50,train,massive,en-US,en-US,train,2
massive-train-6074,please let me know about my anniversary,50,train,massive,en-US,en-US,train,2
massive-train-6075,does eighteen may contains any birthday,32,train,massive,en-US,en-US,train,2
massive-train-6076,cancel future event from place i worked,30,train,massive,en-US,en-US,train,2
massive-train-6077,clear all concert schedule,30,train,massive,en-US,en-US,train,2
massive-train-6078,cancel schedule for seven days from today,30,train,massive,en-US,en-US,train,2
massive-train-6079,is there any birthday on june,32,train,massive,en-US,en-US,train,2
massive-train-6080,is there any event marked on september twenty two,32,train,massive,en-US,en-US,train,2
massive-train-6081,can you show me list of my appointment,32,train,massive,en-US,en-US,train,2
massive-train-6082,just set me reminders about meetings with my colleagues,50,train,massive,en-US,en-US,train,2
massive-train-6083,remove emma's birthday from events,30,train,massive,en-US,en-US,train,2
massive-train-6084,cancel appointment for third of april,30,train,massive,en-US,en-US,train,2
massive-train-6085,cancel my birthday party,30,train,massive,en-US,en-US,train,2
massive-train-6086,erase my appointment with ted,30,train,massive,en-US,en-US,train,2
massive-train-6087,remind me to eat when i get home,50,train,massive,en-US,en-US,train,2
massive-train-6088,remove my vacation scheduled for july,30,train,massive,en-US,en-US,train,2
massive-train-6089,what time do i have down for susan's party,32,train,massive,en-US,en-US,train,2
massive-train-6090,do events,50,train,massive,en-US,en-US,train,2
massive-train-6091,add events,50,train,massive,en-US,en-US,train,2
massive-train-6092,pop-up meeting,50,train,massive,en-US,en-US,train,2
massive-train-6093,meetings,50,train,massive,en-US,en-US,train,2
massive-train-6094,set repeat event in calendar,50,train,massive,en-US,en-US,train,2
massive-train-6095,set rotating event,50,train,massive,en-US,en-US,train,2
massive-train-6096,setting repeating event in calendar,50,train,massive,en-US,en-US,train,2
massive-train-6097,set on twenty second march badminton match in merita square,50,train,massive,en-US,en-US,train,2
massive-train-6098,please set on eighth july there is music concert in white field,50,train,massive,en-US,en-US,train,2
massive-train-6099,remind me in fifty minutes,50,train,massive,en-US,en-US,train,2
massive-train-6100,remind me after an hour to go for shopping,50,train,massive,en-US,en-US,train,2
massive-train-6101,schedule a meeting with the v. p. of the department on the twenty first of march two thousand and seventeen,50,train,massive,en-US,en-US,train,2
massive-train-6102,ok google i need a meeting with the c. f. o. on thursday,50,train,massive,en-US,en-US,train,2
massive-train-6103,set an anniversary event for tuesday,50,train,massive,en-US,en-US,train,2
massive-train-6104,set a birthday event for wednesday,50,train,massive,en-US,en-US,train,2
massive-train-6105,set a thanks giving event for friday,50,train,massive,en-US,en-US,train,2
massive-train-6106,is the birthday event on fifteenth of this month true,32,train,massive,en-US,en-US,train,2
massive-train-6107,set a notification on third march about company meeting,50,train,massive,en-US,en-US,train,2
massive-train-6108,clear calendar events all,30,train,massive,en-US,en-US,train,2
massive-train-6109,calendar erase all,30,train,massive,en-US,en-US,train,2
massive-train-6110,all meetings between tenth and thirteenth may,32,train,massive,en-US,en-US,train,2
massive-train-6111,first week of march meetings,32,train,massive,en-US,en-US,train,2
massive-train-6112,set an office meeting reminder for the next three days,50,train,massive,en-US,en-US,train,2
massive-train-6113,add to calendar an everyday reminder for laundry,50,train,massive,en-US,en-US,train,2
massive-train-6114,event,50,train,massive,en-US,en-US,train,2
massive-train-6115,wish birthday,50,train,massive,en-US,en-US,train,2
massive-train-6116,add to calendar an office meeting for the next three days,50,train,massive,en-US,en-US,train,2
massive-train-6117,add to calendar an medical appointment for the first day of the next five months,50,train,massive,en-US,en-US,train,2
massive-train-6118,add to calendar a home visit everyday this week,50,train,massive,en-US,en-US,train,2
massive-train-6119,party beach,12,train,massive,en-US,en-US,train,9
massive-train-6120,remove my office meeting event for next week,30,train,massive,en-US,en-US,train,2
massive-train-6121,please give me notice when i need to leave for the conference,50,train,massive,en-US,en-US,train,2
massive-train-6122,july three calendar,32,train,massive,en-US,en-US,train,2
massive-train-6123,meeting july calendar,32,train,massive,en-US,en-US,train,2
massive-train-6124,cancel all events for today and mark me busy,30,train,massive,en-US,en-US,train,2
massive-train-6125,mark all remaining calendar events for today as cleared,30,train,massive,en-US,en-US,train,2
massive-train-6126,remove meeting at dubai,30,train,massive,en-US,en-US,train,2
massive-train-6127,delete marriage july three,30,train,massive,en-US,en-US,train,2
massive-train-6128,delete birthday party,30,train,massive,en-US,en-US,train,2
massive-train-6129,make an alarm for five p. m. on tuesday,48,train,massive,en-US,en-US,train,16
massive-train-6130,alarm five p. m. tuesday,48,train,massive,en-US,en-US,train,16
massive-train-6131,for the week of the twentieth delete all tutoring events,30,train,massive,en-US,en-US,train,2
massive-train-6132,clear my day on the twenty ninth,30,train,massive,en-US,en-US,train,2
massive-train-6133,cancel medical engagements this weekend,30,train,massive,en-US,en-US,train,2
massive-train-6134,add monas wedding even to my calendar for tuesday,50,train,massive,en-US,en-US,train,2
massive-train-6135,event calendar monas wedding tuesday,50,train,massive,en-US,en-US,train,2
massive-train-6136,make an event reminder for a meeting with mona on tuesday,50,train,massive,en-US,en-US,train,2
massive-train-6137,alexa make an event reminder for a meeting with mona on tuesday,50,train,massive,en-US,en-US,train,2
massive-train-6138,remind me at the time of the event,50,train,massive,en-US,en-US,train,2
massive-train-6139,tell me when the event is happening,50,train,massive,en-US,en-US,train,2
massive-train-6140,what reminders do i have currently,32,train,massive,en-US,en-US,train,2
massive-train-6141,add lee's birthday to the calendar on twenty two june,50,train,massive,en-US,en-US,train,2
massive-train-6142,set a repeating calendar event,50,train,massive,en-US,en-US,train,2
massive-train-6143,do i have a game on april seven,32,train,massive,en-US,en-US,train,2
massive-train-6144,do i have an appointment next week,32,train,massive,en-US,en-US,train,2
massive-train-6145,notify me in fifteen before meeting starts,50,train,massive,en-US,en-US,train,2
massive-train-6146,set up notification for meeting,50,train,massive,en-US,en-US,train,2
massive-train-6147,display my schedule for today,32,train,massive,en-US,en-US,train,2
massive-train-6148,remove that event from calendar,30,train,massive,en-US,en-US,train,2
massive-train-6149,tell me about the schedule,32,train,massive,en-US,en-US,train,2
massive-train-6150,give me the schedule,32,train,massive,en-US,en-US,train,2
massive-train-6151,look for free time,12,train,massive,en-US,en-US,train,9
massive-train-6152,tomorrow my mother birthday,50,train,massive,en-US,en-US,train,2
massive-train-6153,next month my brothers birthday,50,train,massive,en-US,en-US,train,2
massive-train-6154,cancel all the meeting today,30,train,massive,en-US,en-US,train,2
massive-train-6155,day after tomorrow will conduct all meetings,50,train,massive,en-US,en-US,train,2
massive-train-6156,delete all details in event,30,train,massive,en-US,en-US,train,2
massive-train-6157,add a meeting in office at eleven am,50,train,massive,en-US,en-US,train,2
massive-train-6158,i want a reminder for an editor's meeting at two p. m. thursday,50,train,massive,en-US,en-US,train,2
massive-train-6159,set me a reminder for the get together with the women's club on sunday after church,50,train,massive,en-US,en-US,train,2
massive-train-6160,i have to attend a baking contest on wednesday morning at seven save and set reminder,50,train,massive,en-US,en-US,train,2
massive-train-6161,clear my schedule for the month,30,train,massive,en-US,en-US,train,2
massive-train-6162,erase all events on the calendar,30,train,massive,en-US,en-US,train,2
massive-train-6163,olly clear all events in calendar,30,train,massive,en-US,en-US,train,2
massive-train-6164,reset all events in calendar,30,train,massive,en-US,en-US,train,2
massive-train-6165,clear all events in calendar for march,30,train,massive,en-US,en-US,train,2
massive-train-6166,delete meeting scheduled with john on twenty one march,30,train,massive,en-US,en-US,train,2
massive-train-6167,remind about of all event in calendars,50,train,massive,en-US,en-US,train,2
massive-train-6168,remove the doctor's appointment i added to my calendar for february twelfth at nine am,30,train,massive,en-US,en-US,train,2
massive-train-6169,delete my doctor's appointment for february twelfth,30,train,massive,en-US,en-US,train,2
massive-train-6170,please remove the doctor appointment in my calendar for february twelfth at nine am,30,train,massive,en-US,en-US,train,2
massive-train-6171,do i have anything scheduled for one p. m. next monday,32,train,massive,en-US,en-US,train,2
massive-train-6172,was there an appointment set up for saturday,32,train,massive,en-US,en-US,train,2
massive-train-6173,please clear my calendar of all events,30,train,massive,en-US,en-US,train,2
massive-train-6174,please reset my calendar back to day one,30,train,massive,en-US,en-US,train,2
massive-train-6175,how many other bands will be performing at the zach brown concert on june third,32,train,massive,en-US,en-US,train,2
massive-train-6176,make a calendar note exhibition two thousand and seventeen mass on mar twenty five,50,train,massive,en-US,en-US,train,2
massive-train-6177,j.,50,train,massive,en-US,en-US,train,2
massive-train-6178,set alarm for this event reminder repeating for ten times,48,train,massive,en-US,en-US,train,16
massive-train-6179,what time is my project meeting at,32,train,massive,en-US,en-US,train,2
massive-train-6180,would you please notify me about the event in my calendar,50,train,massive,en-US,en-US,train,2
massive-train-6181,let me know about my meetings after some days,32,train,massive,en-US,en-US,train,2
massive-train-6182,notify me about the meetings over a period of some days,32,train,massive,en-US,en-US,train,2
massive-train-6183,tell me about the meetings over a period of time,32,train,massive,en-US,en-US,train,2
massive-train-6184,can you add my business meeting to the work calendar,50,train,massive,en-US,en-US,train,2
massive-train-6185,when is my next dentist appointment,32,train,massive,en-US,en-US,train,2
massive-train-6186,what time is my eye doctor appointment on the twenty third,32,train,massive,en-US,en-US,train,2
massive-train-6187,do deletion of next calendar event,30,train,massive,en-US,en-US,train,2
massive-train-6188,erase next calendar event,30,train,massive,en-US,en-US,train,2
massive-train-6189,what's next in my calendar,32,train,massive,en-US,en-US,train,2
massive-train-6190,tell me what my next events are,32,train,massive,en-US,en-US,train,2
massive-train-6191,add event on august twenty one at nine am,50,train,massive,en-US,en-US,train,2
massive-train-6192,schedule meeting on tuesday,50,train,massive,en-US,en-US,train,2
massive-train-6193,what is the schedule on next monday,32,train,massive,en-US,en-US,train,2
massive-train-6194,hey please provide information about events by the end of the day,32,train,massive,en-US,en-US,train,2
massive-train-6195,need information about events before shift ends,32,train,massive,en-US,en-US,train,2
